151.61,-4.7,81
151.61,-5.3,84
147.18,-5.6,84
139.86,-5.8,86
131.07,-6.4,88
121.7,-6.5,89
112.25,-6.2,93
103.1,-7.3,96
94.58,-7.1,96
87.04,-6.9,95
80.84,-6.5,95
76.4,-6,96
74.06,-5.9,96
74.06,-5.9,96
76.38,-5.9,96
80.82,-5.7,96
87.01,-5.7,96
94.55,-5.7,96
103.07,-5.7,96
112.21,-5.5,96
121.66,-5.2,96
131.02,-4.9,96
139.8,-4.7,100
147.12,-4.6,100
151.53,-4.5,100
151.53,-4.5,100
147.11,-4.4,100
139.79,-4.3,100
131.01,-4.3,100
121.63,-4.2,100
112.19,-4.2,100
103.03,-4.4,100
94.51,-4.3,100
86.96,-4.2,97
80.76,-4,96
76.31,-3.7,95
73.97,-3.3,95
73.97,-3.3,95
76.3,-3.1,93
80.74,-3.3,95
86.93,-3.5,100
94.48,-3.7,100
103,-3.9,100
112.15,-4.3,100
121.59,-4.3,97
130.96,-5.2,96
139.73,-5.1,93
147.03,-5.3,92
151.44,-5.6,91
151.44,-6.6,91
147.02,-7.8,94
139.71,-8.2,95
130.94,-9.2,94
121.56,-9.4,93
112.12,-9.2,94
102.96,-8.6,94
94.44,-9.6,94
86.88,-10.2,93
80.67,-9.2,92
76.22,-7.6,87
73.88,-5.5,80
73.87,-5,77
76.2,-4.7,72
80.65,-5.3,68
86.85,-6.6,76
94.4,-6.7,78
102.93,-5.8,70
112.07,-5,67
121.52,-4.6,70
130.88,-4.1,74
139.65,-3.7,77
146.94,-3.2,79
151.34,-2.9,81
151.34,-3.2,91
146.93,-3.7,100
139.63,-3.5,100
130.86,-3.5,100
121.49,-3.2,100
112.04,-3.2,100
102.88,-3.3,100
94.35,-3.1,100
86.79,-2.9,100
80.57,-2.9,100
76.12,-2.5,100
73.77,-2.5,100
73.77,-2.6,100
76.1,-2.8,100
80.55,-2.9,100
86.76,-2.7,100
94.32,-2.5,100
102.84,-2.6,100
112,-2.7,100
121.44,-2.8,100
130.8,-2.8,100
139.56,-2.7,100
146.85,-2.8,100
151.23,-2.8,100
151.23,-2.8,100
146.84,-3,100
139.54,-3,100
130.78,-2.8,100
121.41,-2.5,100
111.96,-2.4,96
102.8,-2.9,100
94.26,-3.1,100
86.69,-3.8,100
80.47,-4.6,100
76.01,-5.2,96
73.66,-5.6,96
73.66,-5.7,96
75.99,-6.1,96
80.45,-6.2,96
86.66,-7.3,95
94.23,-8,95
102.76,-8.9,93
111.91,-9.3,93
121.36,-9.3,93
130.72,-10.2,92
139.47,-11.8,92
146.74,-14.6,89
151.12,-15.3,88
151.12,-15.9,88
146.73,-16.5,88
139.45,-16.9,87
130.69,-16.8,87
121.32,-17.8,87
111.87,-18.4,86
102.71,-18.5,86
94.17,-19.2,85
86.59,-18.3,86
80.36,-17.1,87
75.89,-17,86
73.54,-15.2,90
73.54,-15.1,88
75.88,-14.8,88
80.34,-15.7,87
86.56,-16.9,87
94.13,-16.9,87
102.66,-18,86
111.82,-17.7,87
121.27,-17.7,87
130.62,-16.8,88
139.37,-18,87
146.63,-18.1,86
151,-18,87
150.99,-16.9,87
146.62,-16.2,87
139.35,-15,88
130.6,-14.5,89
121.23,-14.3,89
111.78,-14,90
102.61,-14.6,89
94.07,-13.8,91
86.48,-12.9,91
80.25,-10.7,92
75.77,-8.3,91
73.42,-7.3,82
73.41,-7.8,90
75.75,-7.3,94
80.22,-6.7,93
86.45,-6.5,93
94.02,-6.3,93
102.57,-6.2,93
111.73,-6.3,93
121.17,-6.3,93
130.53,-6.5,93
139.26,-6.4,93
146.52,-6.5,95
150.87,-6.7,95
150.87,-6.8,95
146.5,-6.8,96
139.25,-6.8,96
130.5,-6.9,95
121.14,-6.7,95
111.68,-6.8,95
102.51,-7.3,95
93.96,-7.5,94
86.37,-8.8,92
80.12,-8.3,89
75.64,-6.3,86
73.28,-6,84
73.28,-5,80
75.62,-5.5,75
80.1,-5.8,77
86.33,-6.9,88
93.91,-7.8,94
102.46,-8.4,94
111.63,-8.4,93
121.07,-9,86
130.42,-10,87
139.15,-9.7,84
146.39,-8.9,81
150.74,-8.7,75
150.73,-9.4,76
146.38,-8.9,68
139.13,-8.6,65
130.39,-8.5,63
121.04,-8.2,59
111.58,-8.5,59
102.4,-9.2,69
93.84,-10.6,76
86.24,-9.1,69
80,-6,56
75.5,-5.8,57
73.14,-3.6,50
73.14,-3.1,42
75.49,-3.4,43
79.97,-4,52
86.21,-4.5,51
93.8,-5.9,58
102.35,-5.4,57
111.52,-7.9,75
120.97,-6.3,62
130.32,-7.5,64
139.04,-6.4,60
146.26,-4.3,55
150.59,-6,64
150.59,-4.7,83
146.25,-3.9,84
139.02,-3.8,85
130.29,-3.9,86
120.93,-4.1,84
111.47,-3.7,85
102.29,-4.7,87
93.73,-4,86
86.12,-3,78
79.86,-1.3,70
75.36,0.5,62
73,-0.5,62
72.99,1.2,57
75.34,-0.4,64
79.83,-0.5,56
86.08,-2.5,60
93.68,-2.8,56
102.24,-3,53
111.41,-3.9,58
120.86,-4.1,64
130.2,-4,69
138.91,-3.4,62
146.13,-2.5,60
150.44,-3,65
150.44,-2.6,56
146.11,-2.9,58
138.89,-5.1,70
130.17,-7.9,73
120.82,-7.1,72
111.36,-8.8,72
102.18,-9.5,83
93.6,-7.2,77
85.98,-4.2,64
79.72,-4.1,63
75.21,-4.2,61
72.84,-1.9,56
72.83,-0.9,55
75.19,-0.6,53
79.69,-0.4,50
85.94,-1.4,53
93.55,-1.5,58
102.12,-1.6,54
111.29,-2.8,58
120.74,-2.9,60
130.08,-4.6,74
138.79,-4.8,71
145.98,-5.5,76
150.29,-6.6,79
150.28,-6.3,81
145.97,-4.4,71
138.76,-5.2,69
130.05,-6,67
120.7,-5,60
111.24,-5.4,62
102.05,-5.2,59
93.47,-4.8,58
85.85,-3.2,52
79.57,-1.3,47
75.06,1.3,41
72.68,2.7,40
72.67,3.7,37
75.03,4.7,32
79.54,4.2,37
85.8,0.9,49
93.42,-0.8,52
101.99,-0.8,47
111.17,-2.7,50
120.62,-3,48
129.96,-2.1,43
138.65,-3.6,48
145.84,-1.2,43
150.12,-1.6,48
150.12,-4.3,53
145.82,-1.5,45
138.63,-0.8,45
129.92,0.2,39
120.58,1.2,35
111.12,1.1,44
101.92,1.5,37
93.33,0.2,42
85.7,-0.1,46
79.41,2.4,41
74.89,4.1,33
72.51,4.5,36
72.5,4.5,39
74.87,5.4,35
79.38,4.5,40
85.65,3,44
93.28,0.4,53
101.86,0.9,50
111.04,1.5,46
120.49,0.5,50
129.83,0.9,49
138.51,-1.3,54
145.68,-0.2,52
149.95,-0.3,52
149.95,0,50
145.66,0.8,42
138.48,-0.6,47
129.79,-1,46
120.45,-2,53
110.99,-1.9,54
101.79,-1,50
93.19,-1.1,50
85.55,-1.2,51
79.25,-0.7,52
74.72,-0.8,54
72.33,-1,58
72.33,-0.6,58
74.7,-1.5,60
79.22,-1.6,66
85.5,-0.4,71
93.13,-0.2,77
101.72,-0.3,78
110.91,-0.8,88
120.36,-0.9,94
129.69,-0.8,86
138.37,-1.4,94
145.52,-1.5,100
149.78,-1.3,100
149.77,-1,100
145.5,-0.7,100
138.34,-0.4,100
129.66,-0.2,100
120.32,-0.1,100
110.85,0,100
101.65,-0.1,100
93.04,0,100
85.39,0,100
79.08,0.2,100
74.54,0.3,100
72.15,0.5,100
72.14,0.6,100
74.52,0.8,100
79.05,0.8,96
85.34,0.7,96
92.99,0.7,94
101.58,0.2,96
110.77,0.1,100
120.23,-0.6,100
129.55,-1.3,100
138.22,-2.4,100
145.35,-2,100
149.59,-1.9,100
149.58,-2.1,100
145.33,-1.5,100
138.19,-1.5,100
129.51,-1.5,100
120.18,-1.6,100
110.71,-1.8,100
101.5,-2.1,100
92.89,-2.3,100
85.23,-2.1,96
78.91,-0.2,91
74.36,1.4,81
71.96,1.7,77
71.96,1.9,75
74.34,1.3,77
78.87,0.2,81
85.18,-0.5,83
92.83,-1.1,84
101.43,-1.3,83
110.63,-1.2,82
120.09,-1.5,82
129.41,-1.7,83
138.06,-1.7,82
145.17,-1.9,81
149.4,-1.6,80
149.39,-1.3,81
145.15,-0.9,81
138.03,-0.7,81
129.37,-0.2,79
120.03,0,77
110.57,0.8,75
101.35,0.8,78
92.73,1.2,78
85.06,1.4,84
78.73,2,86
74.17,2.2,80
71.77,2.7,76
71.76,2.9,76
74.15,3,77
78.69,3.2,76
85.01,2.9,84
92.67,2.2,92
101.28,2.4,91
110.49,3.1,82
119.94,2.9,85
129.25,3.2,86
137.89,2.7,87
144.99,2.2,90
149.2,2.4,88
149.2,2.2,90
144.97,1.9,91
137.86,1.5,93
129.21,1.9,89
119.88,1.8,88
110.42,1.7,87
101.2,1.1,88
92.57,1.8,84
84.88,3,80
78.54,4.1,73
73.98,4.5,73
71.57,4.3,72
71.56,4.8,67
73.95,4.5,68
78.5,4,70
84.83,3.3,79
92.5,3.9,78
101.12,3.4,81
110.33,3,82
119.79,3.3,83
129.1,3,84
137.73,2.4,88
144.81,2.6,85
149,2.1,84
148.99,1.7,82
144.78,1.4,85
137.69,1.1,85
129.05,1.2,82
119.73,1.1,84
110.27,1.4,83
101.04,0.5,80
92.4,-0.1,81
84.7,1.1,76
78.35,2.6,65
73.77,4,62
71.36,3.4,68
71.35,3.1,71
73.75,2.9,74
78.31,2.6,76
84.65,3.3,75
92.33,3.6,74
100.96,4,78
110.18,4.2,80
119.63,3.9,83
128.94,4.4,83
137.55,4.4,82
144.61,4.2,83
148.79,4.8,81
148.78,4.5,81
144.59,5.4,75
137.52,4.7,80
128.89,4.6,81
119.57,4.2,83
110.11,3.9,84
100.87,3.6,83
92.22,3.5,82
84.52,3.7,77
78.15,3.7,77
73.56,3.7,78
71.14,3.7,78
71.13,3,82
73.54,2.8,85
78.11,3,83
84.46,2.5,81
92.16,2.3,83
100.79,1.9,82
110.02,1.4,83
119.47,1.2,81
128.77,1.3,75
137.37,0,81
144.42,0.5,76
148.58,0.9,72
148.57,-0.4,81
144.39,-0.6,80
137.34,-0.9,86
128.72,-0.8,84
119.41,-0.7,84
109.94,-0.8,86
100.7,-0.5,86
92.05,0.2,87
84.33,0.1,89
77.95,1.6,77
73.35,0.7,88
70.92,0.9,87
70.91,1.3,84
73.32,1,88
77.91,1.5,77
84.27,1.3,77
91.97,1,83
100.62,0.7,83
109.85,0.3,84
119.3,-0.1,86
128.6,-0.4,86
137.19,-0.8,90
144.21,-1.2,92
148.35,-1.6,94
148.34,-1.6,95
144.19,-1.6,93
137.15,-1.4,91
128.55,-1.9,92
119.24,-1.8,89
109.77,-1.3,85
100.53,-1.5,86
91.86,-2.3,87
84.13,-0.5,78
77.74,1.6,71
73.13,3.1,65
70.69,3.6,62
70.68,3.9,58
73.1,4,58
77.7,3.8,55
84.07,1.9,59
91.79,1,70
100.45,0.5,70
109.68,0,69
119.13,0.7,65
128.42,0.4,70
137,0.1,72
144,0.6,63
148.12,-0.6,66
148.12,-1.7,75
143.98,-2.2,79
136.96,-2.2,77
128.37,-2.7,76
119.07,-2.2,73
109.6,-1.1,71
100.35,-1.2,74
91.67,-0.6,69
83.93,-1.2,75
77.53,-0.2,72
72.9,0.4,72
70.46,-0.5,83
70.45,0.1,81
72.87,0.5,81
77.48,2.2,75
83.87,3.8,76
91.6,4.6,77
100.26,4.3,80
109.5,4.3,81
118.96,4.3,86
128.24,5,83
136.8,4.2,83
143.78,3.2,82
147.89,2.9,80
147.88,2.4,82
143.76,2.2,83
136.76,1.4,92
128.19,1.6,90
118.89,1.5,87
109.42,1.5,86
100.17,1.4,86
91.48,1.3,87
83.72,2,82
77.31,2.9,75
72.67,3.2,72
70.22,3.4,70
70.21,2.5,72
72.64,2.7,73
77.26,2.7,72
83.66,2,76
91.4,1.7,77
100.08,1.5,79
109.32,1.6,76
118.78,1.3,79
128.05,1,82
136.6,1,83
143.56,0.8,84
147.65,0.9,84
147.64,0.9,85
143.54,0.8,87
136.56,0.9,88
128,0.7,90
118.71,0.4,94
109.24,0.1,100
99.98,0.2,100
91.28,0.5,100
83.51,0.8,96
77.08,1.1,94
72.43,1.9,90
69.98,2.6,87
69.97,3,84
72.4,3.2,82
77.03,2.8,82
83.45,1.7,88
91.2,1.1,90
99.89,0.5,92
109.13,0.3,92
118.59,0.7,88
127.86,0.2,88
136.4,-0.4,88
143.33,-0.5,88
147.4,-0.3,85
147.39,-0.7,87
143.31,-1.1,89
136.35,-1.6,91
127.81,-1.7,92
118.52,-1.4,89
109.05,-1,88
99.78,-1,86
91.08,-1,88
83.29,-0.3,84
76.85,0.4,80
72.19,1,79
69.73,0,86
69.71,-0.4,88
72.16,-0.3,88
76.8,0.4,87
83.23,-0.6,91
91,-0.9,94
99.69,-1.1,96
108.94,-1.1,100
118.4,-1,100
127.66,-1,100
